subclone,parent,mutation,beta,fitness,cells,mutations,dob,dod,maxpop,deaths,mutation_selection,resistant,tumorid,finalsnapshot,year
772,0,0.03229742049009779,0.9630872463290745,1.0369127536709255,38,2,3255,0,59,580,7.025615755829051E-9,1,AA9_301015,Y,26.0
794,0,0.044339597102391395,0.9511025033316797,1.0488974966683204,34,2,3261,0,37,198,7.78064102036069E-9,1,AA9_301015,Y,26.0
798,0,6.092093480442884E-4,0.9946243246174788,1.0053756753825212,18,2,3262,0,21,120,2.278855437687355E-9,1,AA9_301015,Y,26.0
800,0,0.014654973433099181,0.9806455500004738,1.0193544499995262,12,2,3263,0,20,136,8.072957857763186E-10,1,AA9_301015,Y,26.0
809,0,0.008175259999817528,0.9870943592726588,1.0129056407273413,14,2,3265,0,25,103,2.3597238607564464E-9,1,AA9_301015,Y,26.0
814,0,0.010628226948578678,0.9846530914347502,1.0153469085652498,4,2,3266,0,12,63,4.287063259944546E-9,1,AA9_301015,Y,26.0
841,0,0.0034412594376454653,0.9918057816270888,1.0081942183729113,2,2,3275,0,13,53,6.87846712921214E-9,1,AA9_301015,Y,26.0
851,0,0.010276560966548014,0.9850030801910404,1.0149969198089597,4,2,3276,0,12,44,7.162470727628545E-9,1,AA9_301015,Y,26.0
861,0,0.0022199457135113755,0.9930212704522565,1.0069787295477435,10,2,3278,0,14,42,5.306785011427451E-10,1,AA9_301015,Y,26.0
873,0,0.025508204806965168,0.969844081719876,1.030155918280124,4,2,3281,0,6,16,9.84352510613462E-9,1,AA9_301015,Y,26.0
876,0,3.148140519227737E-4,0.9949173158330417,1.0050826841669585,4,2,3281,0,8,24,3.2418443485227044E-9,1,AA9_301015,Y,26.0
885,0,0.012600577973326841,0.9826901472849258,1.0173098527150741,2,2,3284,0,3,8,9.44755418341714E-9,1,AA9_301015,Y,26.0
888,0,0.03723866158312267,0.9581695718508898,1.0418304281491102,2,2,3285,0,4,9,9.161803649071487E-9,1,AA9_301015,Y,26.0
891,121,0.002834576552601704,0.9532245734894984,1.0467754265105016,2,3,3285,0,4,8,1.576569652605997E-9,1,AA9_301015,Y,26.0
893,0,0.004320304160025641,0.9909309293956253,1.0090690706043746,2,2,3286,0,5,7,7.471946950055042E-9,1,AA9_301015,Y,26.0
894,0,0.0035246751900188627,0.9917227637154341,1.0082772362845658,26,2,3286,0,26,15,2.5558409832981965E-9,1,AA9_301015,Y,26.0
895,0,0.03138717277525126,0.9639931527343388,1.0360068472656612,2,2,3287,0,4,7,5.7223212834855985E-9,1,AA9_301015,Y,26.0
904,0,0.01653099630757012,0.9787784745761842,1.0212215254238157,8,2,3289,0,8,1,4.167462708259961E-9,1,AA9_301015,Y,26.0
905,0,0.041589352087918134,0.9538396314057422,1.0461603685942578,4,2,3290,0,4,1,5.5986458802337324E-9,1,AA9_301015,Y,26.0
